               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.012548,           0.0088225,           0.0020764,             0.73388,             0.64167,             0.67266,             0.42636,            0.039498,           0.0054075,            0.029468,            0.004654,            0.004654,            0.004654
                 164,            0.012116,           0.0087338,           0.0019353,             0.75588,             0.61385,             0.67182,             0.41871,            0.040318,           0.0055479,            0.032529,            0.004621,            0.004621,            0.004621
                 165,            0.012415,           0.0086063,           0.0017219,             0.76627,             0.62347,             0.68948,             0.43788,            0.039542,           0.0060129,            0.028281,            0.004588,            0.004588,            0.004588
                 166,            0.012319,           0.0088056,           0.0015455,             0.77021,             0.62725,             0.67814,             0.41809,            0.040696,           0.0055455,            0.026795,            0.004555,            0.004555,            0.004555
                 167,            0.012418,            0.008693,           0.0013331,             0.72377,             0.64372,             0.68544,              0.4424,            0.038605,           0.0054452,            0.028345,            0.004522,            0.004522,            0.004522
                 168,            0.012548,           0.0086607,           0.0016679,              0.8096,               0.607,             0.69713,              0.4361,             0.04033,           0.0056727,            0.023344,            0.004489,            0.004489,            0.004489
                 169,            0.012286,           0.0088026,           0.0018668,             0.80911,             0.63363,             0.69231,             0.42517,            0.039922,           0.0055546,            0.024183,            0.004456,            0.004456,            0.004456
                 170,            0.012111,           0.0085637,           0.0019586,             0.83641,             0.61283,             0.67773,             0.42781,             0.03965,           0.0054982,            0.029147,            0.004423,            0.004423,            0.004423
                 171,            0.011958,           0.0084374,           0.0013493,             0.78073,             0.63854,             0.71413,             0.45088,            0.039527,           0.0057776,            0.029439,             0.00439,             0.00439,             0.00439
                 172,            0.011932,           0.0084928,           0.0015333,              0.8049,             0.65772,             0.70418,              0.4415,            0.040676,           0.0056149,            0.028994,            0.004357,            0.004357,            0.004357
                 173,            0.012209,           0.0084271,           0.0015786,             0.80742,             0.61199,             0.68127,             0.44307,            0.040115,           0.0058609,            0.030472,            0.004324,            0.004324,            0.004324
                 174,            0.012074,           0.0083782,            0.001836,             0.82646,             0.63206,             0.67767,             0.41528,            0.040921,           0.0059465,            0.032111,            0.004291,            0.004291,            0.004291
                 175,            0.011934,           0.0083981,           0.0016496,             0.82658,             0.62764,             0.67515,              0.4341,            0.038547,           0.0056349,            0.031788,            0.004258,            0.004258,            0.004258
                 176,            0.011918,           0.0084274,           0.0020064,             0.77806,             0.63473,             0.67518,               0.428,             0.03723,           0.0057476,            0.033527,            0.004225,            0.004225,            0.004225
